Date,Headline,Source,URL
2026-07-09,"TCS dips 2%, trades near 6-year low ahead of Q1 results; IT sector in focus - Business Standard",Business Standard,https://news.google.com/rss/articles/CBMi5gFBVV95cUxPNFExcjY0ZlhsLXVkOWVnQ0R6VHRQNkphU2h1eEVYdm13OVIwdDNaT1RvQmFzVGgtRnNERFFvdzVETlBuTkh3QUh3T2F2RDJJUnhuV2FHUEZFR29TQk42UHlPV0E1STlQUmxYQU9TSnBudnB0cTdidTlHVDZkZ3lEX3lGUjgxeWRiR0pkRFJGQ0lZaHJLUVl0OFVQYjFBTEdCSnN4dzBaSmwwenl6aWxCR09sc0NtY0hQcWQ2b2tvczd0TS1XNHQ0NHh5bHh0d19yNEpiR01FWW9wZnQ1T2tqWDR3Mkg4UdIB6wFBVV95cUxQNUZvdHZSbHE1akFZUGg3cG5oWE5jSGhDZUZUR3p3YS12cS13UUdqTlZuRzhPQlktTV8wbFlMTFNTNmNsVGZZTnV2N2RMclg2dFFkdDhkUU1jWGFpcHdZTmpLX1BHZ2tlLUlRSWtOQWpHbnI4ek1tMF9LdWd3WnhqYzVXR0tJemxWMGsxRTVHSEZLM1piOTVsWkV1c3RxMFhLQTZ1ZkV3ZHVId1FOM3FiT1FUdTRpU0lEbjg1OWp1ODIzbkVheGpZMktkOXlrLVM5TWNnWDdEeGpsUnN0Znp4bHlnU1R3OUY2R29V?oc=5
2026-07-10,Tata Consultancy Services Shares Climb 4% As Q1 Earnings Exceed Estimates - HDFC Sky,HDFC Sky,https://news.google.com/rss/articles/CBMihgFBVV95cUxONU9yWlo5RUlIZ3JOR0VZUmdaN2J5RHVGalMwX1BuUUhHUTMxM2ptT2doeWtyNWtydktZVEhvVWxfRWdkTDl0OW5RV21pWDlUUloyRTRlRVBHdFMwZXBHY3ZzTmJndm9SM2tSd1NtX3JsSlVPVjQ3WVo1cjUtcEp2NUtWSU5jQQ?oc=5
2026-07-12,"Tata Consultancy Services plans up to 8,900 AI deployment engineers, seeks AI acquisitions - BusinessLine",BusinessLine,https://news.google.com/rss/articles/CBMi6wFBVV95cUxNc2VHRWtoZGUtdzdWVE4wTEd0Yklyb2J5NFdINUlabTQwSk1sOVBJaWxVSFFjSHMtblNRZUllMVlRTUxmMFdKa1hCYlpWT2hxNzlDSmltcUVLSHc2b2NXQzRiY2pXa2Z3RllBTjhvZHJETjk2VFMzZnRjUFJabXc0ZkFMM2hwYXZKSjZVWDBiODhSYy1sWnVRU09zSDNJclB4Y0VUOUNqUHp6aGJfQmMxLVd0UHJld0VDeVBIQUlVVFJvZ0YwWUpsNzVSZktvM3ZBRmgwXzJ4UDZTejFxZ19qRE9vSWw5b1kwcEpn0gHyAUFVX3lxTE4yeUc1QklUWDljT3UxcEVSVjg3TW1aM0dZNDJrUmtMOGhRTkdoaE5IemoxM05aWVM4YkdFUXJsSW91dnJRRzBZTHpsLUZxZi14eW1tSVo3cG9ZdkE4cHFsS3A3azNQeFBnWFlWRkJvVGNjTzJrSFdpbjdudUhFN3lrR0R2V0JRckZXcmJmMzVmVU1GN1BSYjVDejhsdFFKOFZ2VG45bUhKaG5Cb1lYdTBEckQweXRVN2Z3YkhKRFBtYTMzeW10S3Q0Rmx0VWZKOWZyWTVEZ2lfeFQ0X1RWcV9CRFRGSHRHb2NsdVBEY1M1ZUpR?oc=5
2026-07-09,TCS Q1 order book plunges 21% QoQ to $9.5 billion - Moneycontrol.com,Moneycontrol.com,https://news.google.com/rss/articles/CBMixgFBVV95cUxPa0VFR2EyVS15VWh3YmtLVFYyZ1BraURuS0REQkE1TXZjM3B3ek9yNFZkZlFTblFubXd2NDJKb0R3M0hxcTI3Y210cmFyaFFva0h0cmpVMlh5bDhLeVZHZEZVWkFLSGppekh2eV9HOXpKQWozbjRnX2hkOEZXb19hc0NFeGJsUElPdFo4Q0JkLWd5c1dpTURyZDZtNzk0eHRRQlZuSUU1emlBazN2T1lYTmJsbV9kY3NQSDUzN2JfZDA2c3dmMGfSAcsBQVVfeXFMTzBOaFJTTFV4UVZ1b3JaemZxWjU1TFZxSDhPSml2WTdoUjFyTjVSY2RGckNTUkZ6MEM3aGJIYjJSOExwWXpKZzJ5OHVWem1qTW51SmZGZ0xvcHp2aXY0MVdVTENmOEI0RFJYSXNsdWRaRW50M1JtUFFGN0ZCWkQ1Q3NvMUgza1ZScG9qRWlqVG1xNm9GN09LaGNiQ3IzY1Jyd3U4Z3ZiR09ydmU5cXRfMENIbHFuY3ZVQXdDclhMVzcyT1ZRRmpUTkV5Y0k?oc=5
2026-05-18,"SAP Powers TCS’s Large‑Scale Payroll Transformation, Supporting Its Cloud‑First Strategy - SAP News Center",SAP News Center,https://news.google.com/rss/articles/CBMivwFBVV95cUxQVXhzUTJ0X2Yta0JrTmZlTGUxU1VBQmo0TEVxT2xjUlVBYmJ1bzFwQzV4NHlnckh3NHAyTUNvd3FyUlIzMDJySWt3ZGtpU1d5UTdVM0hBMWpnRHZVM2ZZY1dTWHFWYlNHTFg3S05tVkxkTVc2QlpwVVFFaHR1a3NObDJhQWgwNTFodkpzSDl0b1ZXYzZkNUlxeTNSNXZCcG44ajdMQmxXMFJUd2Qzem0ybWZZelU5Z1YzYllwU2w2Zw?oc=5
2026-08-20,TCS deploys monitoring tool on laptops used by nearly 6 lakh employees: Report - People Matters - HR News,People Matters - HR News,https://news.google.com/rss/articles/CBMiywFBVV95cUxNODlSZFhFbkNLektPTFFxTWRDYUs2NUZEcFN0SWpycnZ4OTRVMGF6TTZ1V1FOX2dKR0ZZNDc1dzhQbm45dXhMaVdFTkFQS1lTRG9uWDVqNThGNEFXQmdfM21ldzhNQzBQNTN6NzFyU0RkXzMwM3JnWS1vczBhd1RqaDM5S18wTkF5ZFIzYWFCRmU5RWVVSENzR0psRmxDRDBKdFJmYkI0ZHpvWjZLRkE4akJlZlBFMEN1NDYxREotMlBuNW1heU40MENlaw?oc=5
2026-07-13,"TCS says AI won't replace outsourcing, plans 8,900 specialised engineering roles - Firstpost",Firstpost,https://news.google.com/rss/articles/CBMivwFBVV95cUxOS3M4SGI5YmhiRmlfWklldmlKUklwZW11dTlwdm5oYnNOdzg2MkNiamtKeGExTTF5LWE4R0hZQkFWaHJCUkF2ZVdSVnFxc2Z3RlpRajU0aUdzcU5QZUJENzFMVm96b29ZcE9jbndDOWxkNFBGcnJhMm1GY3hjR01XMlJvRi1Ld216blJ1eWt1bVhFdzFhS1ltRnBlTlhzLTRWVTlXUVpXd2FLWm4tQUhncFN2UmltVEJabC02VzVKVdIBxAFBVV95cUxPSEhGXzdPUlYyTEVfVVlkT1VYZERqdW84ZnBadGQtTWN3dU1ZVjVYYUp5U05rTnpENExFclAwaHRyLUxKT0Y3d3BrTkZTeHlONEJvSlU5Y3RWdTM0UkFTWWVLQjBSbEp1ZHpBS2VoVGQwa3JzNVJndXRoVlk5OTlqd0pNaFZJX3luMV9FWnFrZjJMOGhsX19iWUdpb1NrZEt3Z2FGNVJCcWVwM2EzaTRaTkVsOXR4Vzd6WWNVMlU1VzV4LUpt?oc=5
2025-10-10,"TCS to Create 5,000 New Jobs in the UK Over the Next 3 Years - Tata Consultancy Services",Tata Consultancy Services,https://news.google.com/rss/articles/CBMirgFBVV95cUxNZDRFRGJXcUNzdjNFZGRPS3VIT2JESXlUVjRDcmVIVzBfamxxaXpUY25McXBHeHpsc3FydzBnelBrbDBPQ1NXX2lPM2JoZFpEZFJuQzFWQ3JDUWdNdWRxQXgyaDRtQlJTQUIzLXR0OXVGb19kVFdzMk03ZmVxQTdpblRGUkQwX25vdWpiRGV6ZnRDaFpySFNKWWVBdENtcUtsTVE1VUxrYWlLQlVFdFE?oc=5
2026-03-06,TCS reportedly in talks to advance AI data centres in India - capacityglobal.com,capacityglobal.com,https://news.google.com/rss/articles/CBMihgFBVV95cUxOaVdGMkJrNzJOOHZ4X1N0LUZDNXFJZGY3UDlYOC1iY1VNZmNPLWIxOEYtcjl5THNhMWtmS1NQNkdLbDlLcEtWRXYyUmxvN3Z1THdtdFFpWjRLSjNpeDVWaEhxQzZaSnZnSkp5bVhzQWo1UlFZZWMxNnJha21kN2FLR2FoOHVSZw?oc=5
2026-05-12,TCS and Rezolve Ai forge first-of-its-kind partnership to scale Agentic Commerce globally - Rezolve Ai,Rezolve Ai,https://news.google.com/rss/articles/CBMiwwFBVV95cUxOVXIyWW85bHdCLTQ4aVVWbFZFZVd3UkZMTHV5dG5BRzFmUXNmUlB6SEJ3UFVWM2thNG0yQlFFTlM5bGVtQnI2NE9EZmtYR0V0RWhENzFMZnJaXzhfWVNuTGJtRVFzYTAwZG9KQmlibndPaVdWR19jVkQ2S0tHZ0RrdkZkVmhwM1FrbW1oeFFFT19hS3NnS2s0dnI3VnliekpHT3JQb29mejFhbG4zVEFTSXRIUThvN3VGeU9meHFtNkd3WnM?oc=5
2026-08-25,TCS-MHP deal: Kotak sees potential to unlock value under select scenarios - cnbctv18.com,cnbctv18.com,https://news.google.com/rss/articles/CBMi_AFBVV95cUxQVHJPY0FKQ0xmQm4wdV9Za183RmljSllhalBjaVlnSC1tY3NIMnNKZV9ETFNTTll3blBRMk8zMU1icklzckF2UkJiMmxNSElDTEk2eXdJVnZMZW5IVFI5Yk1QUjFnNXBXWlJmWElIN211OHRnZERwb2JWbWhlVXZnZ01icTdjaEJxNVZKSmRsc01wRjItMVpZRkltVHc0T0tUOWhJU2JCNER6NnpYOG5xc1cyNnBlU200S083TEp2THpDLVFJcmNNajA1a3k0NG54RXlOWVFjTXNoNzNDLU5JcU9PY0JIeWMxV1NMVzRCb2ZrdGVndTNyY1BOa0bSAYICQVVfeXFMTTIyeXFtWXM3cGFhT0x5ZmljOW1zUGhTMVlKS2xFcDM2d2tmY3hIcE5vNGk5OTRPZHdMOV9vaHhGUFNVaWU2RkJ0Rnhma1BidTNkTk5VVHRsRXhxcXNvaFZqMDdieVYxZUQ0RkZCSnFtdzBTejJ2Z2pURmQ2LUJJeHVSM2d6VlhSRkVuaTRFLVdQMkp4c0RiaGl2enlQMFQ5dVBIX1E4bVNYV2Q2MWl0SThIQzRrQ0VuejJ2bF9PQjUwUzhMMjM1NUZCVWpkSklnNEl2YjRSUGNVRWs1Qk0teUZqR251OTFYaTJlMi1UZ0hyWnN5bTViX0d4MzRHQk9sM21n?oc=5
2025-12-17,"Tata Consultancy Services is accelerating its AI journey, with CEO K Krithivasan revealing that the company has reached $1.5 billion in annualised revenue from AI-related services at Analyst Day 2025. Calling the transition from digital to AI a “huge opportunit - LinkedIn",LinkedIn,https://news.google.com/rss/articles/CBMiywFBVV95cUxQSmlKVmwyT00wU0ZXNXpBSGFmUHFqWlZUYWctZUNiN1JSekg3a3FRaVhUTnJGSmNZWG9oUHVjU0lOVmNHQkVHLWh1dUdsdndpOUhpenBuUUNMMl9fOS0yeDF4UWlOUjFWY1dLaEExMzFWWUFXUDRHYnVpaUlSeVJYOURFSUpIWEVBc3U4MlBHWWJlVXFpbDBtVjlUejR6RXIyem00eDR1YTFtM0dHeURzMU1DZ2MyS0FPRUJrNU9ITGxKU3FWOGxLWnd4aw?oc=5
2026-04-16,"78 ignored emails. 9 FIRs. Multiple arrests. What exactly did TCS know, and when did they know it? The Nashik case has put Tata Consultancy Services' corporate management and business ethics under serious scrutiny, and the questions being raised about - LinkedIn",LinkedIn,https://news.google.com/rss/articles/CBMixgFBVV95cUxOOUZneFNaM0RkOHY0NEF4QUdFU2xCc3FNTnNLN3A1SWlCOVlfTGxQZHo1eXFUN2RRTUtQNUlYZkJsVTdMRllDa3ZfYXhBd2I1WnRTRUFkbU11d01NaXpUVGkwMnROdDBoWWJLa0I1OTUyZW5Hb0JUUTIyZUlRRDVLVGRSQThfdnJWSDBUZjItS0xHV3BqVUUyUFV2Q0VQLXZPWm92M0V2OGY1NGZkN3cwZVF4bU5vOXFvNkZvR0JibDFzcWpVOHc?oc=5
2026-04-09,"TCS Q4 FY26 results: Tata Consultancy Services reports 12% rise in net profit at Rs 13,718 crore; dividen - The Times of India",The Times of India,https://news.google.com/rss/articles/CBMiowJBVV95cUxPekZFYko1d19xSVdORE5uYUZRSUt1bFZhNnlfNjJkMzFvNzF1d1pXbUtXNEZBY0o3ODFiRlNTM0ZBeUtGYjRSQ2R5eGRMWmw2dFNXamNKM0sxb21jVHFfWDltQnRKY3d5Um54S0VUZVhMSG1pcHh1V0tQelBNSVJ1TVV1OElMZThFSmdRZkRoc3paY01rM19HWXE5ZzBKYmVZSUFNVGlkWElrNDZ6c2RkRlN6U0Z4QzR2ZWRzVTBMUFV2Q0ZRblo2ZFpXREVKYU83a0ZqV21kaGppZ3V2aVRsS2lraTFyRl9JNVR0emVIY1VENGdoZkVOZzFBN2tLMU1IdUZkN2lRU1RrRVNVRmxPZXNVdmt5ZHVoS2wtUnZkQ2NVOEXSAagCQVVfeXFMUHRwN0VQVlFVaVJQamlJMUxhZlNlV1BOX3JhR0NIUzhxLVBjWU1VLTVmX3Z5LV9uX0N2bTRFbmpVeWdwVUNIWkpGTWp4TkE2dW1JN0NXclN2Ym1zQWFxUXVfUjNJRWYwX3Q3M0EyMzhVVUhzRnVJUDBoZHJYNUtIdkt0eVktajBFaEdTYWxkVjd1M25tQmVDRWRXM2h1OWw2QUoxcWp2Ti1QVFUwM3BfbUlIQWdYM19INEc4RDV0OGQtTVN5azNEZTlHVGNLRjl6YmlyQktDNzAtOTZrVFFjY3hLQmtoMElZWDJkSVZ4UkFMZnNmZm15dFViYV9DSkRVQVpFSnJac2xVYmJVcGxGTkxuOUtHcHJlcGNrbEo2Y0ZGc3JaNnVjWk4?oc=5
2025-11-21,Box and TCS Forge Partnership to Set New Benchmark for Intelligent Content Management for Enterprises - Tata Consultancy Services,Tata Consultancy Services,https://news.google.com/rss/articles/CBMi5wFBVV95cUxQbTZtZzFyampfX1kwWDlKcnpIMm84bUVpN2loSU51M1dzTXRaNGRIcDkxWHF6dXgxekFxczh4TnRZSHBLRzJxZXhDVGR0Vy1GOWVrSUhZZzB4ckFJR3NRNExETVBHd2EwbUFTSDlvZkk5emI0SnJJR3k1cmNuU2FHbmpYNExSNm9Sek1oWjZKSm5WWFBwc05EZ3B2bDVEM1VaRnlRSzJfRWFicnpMQkY3U1BRWDZpbkR2cWZaeWo4bzVHanNodzhyc0NwNEMwUUFLLVI4amdTcTlqOXZwNmt6eDcyLTA2Wnc?oc=5
2026-03-24,TCS rolls out lateral hiring months after Infosys goes head-hunting for specialist programmers - ET Telecom,ET Telecom,https://news.google.com/rss/articles/CBMi_wFBVV95cUxNNllwU2NIRmQ4Z2ZZT295SGlmVS15R0VJSUVRSWpFdHdGU2VpMlJlQTZtV2xSWEpQTzNqYl9MMjlvSzdKaWtjZ3hEaXpRWWRGdjgxUnVCbF9KdDhnZlRjc21wT0FTSUFvUkJVWEpEbldvTVZRLTRhbHctT0s4a2Roc2Zhbkd6bkF4cWtHbzlaSi1KckVlVmhRZjZnaEEydWJ5ZDhrQ2ZUZFp4Z1FSWWFIYW1FUmtEYzU2cV9tLVVEejRuVG1XNHJISm81aUtZTlNGRXVsLXU4anpELVJwTlIzV0JIYkxHYWxlR05OSGVMNUVQM0FNQ0JiVHV0SEZNSm_SAYQCQVVfeXFMTklfNmhxTnN3SnNsSTNfRUp6RWNMdGVxTUVlS3ZCM2NzVzlpeW5VLXhOcXl5MU96bnRPOXFyR1hrd1lYTERrRVdsT2tLeHhmM0c5aVpsQ1BvNTgxV09xRlE1a2VmN19xXy10THZPVXg5Wnk2ZzllbHoxblVhY0dYMXFEaVFReTBRTEt0LUxrNWg3TnByN1FqS3RGeFZmZUtjNXFvWE9xWDJ3cDA0OVJacXBnU2pwYUZRc0RTb0QzUkJURHhQdFpsMTdfTnFWTDhxNHgyZTdSdHNCTWJSdGlmazVzNkFBeTNwdTNBeWpkNlhWWVppQ24zTDBjR1lkNG9vcVVTdVI?oc=5
2026-07-06,"TCS Q1 Preview: Wage Hikes Seen Weighing On Margin, Growth Stays Muted - NDTV Profit",NDTV Profit,https://news.google.com/rss/articles/CBMisgFBVV95cUxNNDhqc2UxOTFrT2dzY3hsT1lpRVpIVk9IanE4TEFtVXIxay1Eb3E5cXNvOEFHM0I2SHhad0s2SkxlaDJpR3VGX2ZXSmRUS3dDT0RqS3FGZHFLWDF6c0pEVHhIZ1BqUUN6azJhTks5S3NpSUwyZktIeGxuYXhIMm5wR1Nwb3E5ZTJCLUxVUnliaE9jRVJjYjY4YjJHcERIVlc4TzduQnZqOWNMenVyV0NTMHl30gG6AUFVX3lxTFBRdGJ2eU5WWC1waVh1dDlQS2trMFpZa1VDUWNMYW12Y2ctdDJtSUJZMWFpcGpmNFdXUjB3U1g0Vks3bk9aOUYzc1loSUVtU2l6UlRSa3Rfamgza09VR0s5Y1l5YmJNcEdTY0Q3eThYUkZYeFNYZnlxTFBGRDAzSmxvUlM2dXRETjczVC1tZGxKUlZ1Vi1UTmJjNmN1bXhpUHJhR0Q0YVhKSDFuaEhZblJHZEdsOTRmR1F5UQ?oc=5
2026-05-27,TCS to modernise SKF’s global operations with AI-led platform - ET Enterprise AI,ET Enterprise AI,https://news.google.com/rss/articles/CBMi0wFBVV95cUxNOTE5RnZIamhsWDBpWDRLLTk3bEdwbmVqQ05rRDRjaG5MUmVnZVBQSmFhYzNSS3JrNXBleGNMa2FrUEhNSjl0TDdubXZsVWNqX256SFE4UHowU2ZxY09wSmV6TmxncEdISXNaSksyMkdLZlhYcVYyU0FyNndZNDNDVVJuaEhjWUx4Zlg2dnI5dzAyZUdGbVdGRk9YRTJlVnlkSlR4NDd2N1dvN0hQV3U4RUJKZ19JRWVRaFg3c1FYX0tkQU9UTU1kVmFRZG83NjFsbF9J0gHYAUFVX3lxTE9wb3c5c09iQ2RFWmZZMjl2RkVwRi1yeERraHFiUk5zcmk0NnhmU3lDSl9YN1hQTGl4RnpMMTJ4WG1PdXFGeTN2Zlg4azIxdUlkZHhZRTRVT21Ka0Q3V3FSM2VHVFRDaUtiM1laTktoUVljZmh5V3c0cjViS3J3bjh6Sk1WeVptQ056UE8wbnNkUEJYNWVhdWR4eEFFYm1GZDk1Y1hieWxrY3dqSEItVHVPWjh4dGpGR0loR0hnWWp6UEdleW00dFRKbjZUb3ZxcmMxN0FldGtqSg?oc=5
2026-07-09,TCS announces interim dividend of Rs 12 per share. Check record date - The Economic Times,The Economic Times,https://news.google.com/rss/articles/CBMi3gFBVV95cUxQZDFmN2RaRmRUNTdUZXdpa3diWHg5LW9JT214Wk91S29KNEx6RW9rVnFwRl9wcjZub0ZhYXI3MlM3OEY0ZXZhQnRaMi1TdnJkYXZxaF9CdHBCN0hIc1JURm5zVHROYkw2Q2p6U1dsVUtWbnJaVzJIekVqWlk5VjVSYWtwUU5uZ1djNndNMlVyS2pWVEVZOG0xY01odC1LaFdWVS16WGI1anZLU3NzOU81VjItdDVPYUliWi1hWlVQM3dIaW9JbTVNdXR1LTduY2N1Yzh5Q1ZwcUlWM2N4ZFHSAeMBQVVfeXFMTWFDTzdWWkhuakVrSmF3UVNrUU11eUlacmZnRnRqYzh2cXdTVW9DQjRBWlppUVpWYlNWZ1YwS0ZEZEJrVWtUZUdMTFdfMlJoMWxUOVg5ai1zWUlHX05mTHVxNFBzNnBhNjVfZTRRLW1EcS11Z1RhYlZhZWVHbWVVY1hmRHJyWjM2NHBkMm1oUklJbG56Wjl0X3BndEljM1lrN2JkTkI3V3hCLXN2LU8xVElzYXZsdmZFUDJIUElxT2FmWTh5bExsa2lvQi1TZ1N0YUo0ckhzRDVYLVR1dG5lSWM0LXM?oc=5
2026-06-13,"Where TCS, HCLTech, Infosys, and the rest still win - The Ken",The Ken,https://news.google.com/rss/articles/CBMikAFBVV95cUxPbmQ3UVZsNWtvMHNGVER1Zm1hODFjMXJWZVJqeEo2VEFCVkk0U2ktWXEtcEVLdFdSajNLUnlKNGpYNWVCQ2tyNDVkT0hJb0ZUdU56dlhZVVUtVC1lRTBYWVI1Uy1TU2I5LUw1LWZ0Q2xKZWdDLUdLQ1p3SWd5blljZTBveUFfbnlVZW1zTElZTFY?oc=5
2025-10-14,TCS Partners with Google Cloud to Integrate Gemini Enterprise for its Workforce and Customers - Tata Consultancy Services,Tata Consultancy Services,https://news.google.com/rss/articles/CBMixgFBVV95cUxPMjNWYnBtOE5nMUwxa2gwU05iOWJKQ01IVmpwNFB2anlldzZ6dFdoVW9fVmxkSzk0aVhPSzU4YjcwTXZ2OXYwMDBuOXUyaWs0Y0ZaWnoxb1RuN1JHLTJCckNzRUJWMDdtMVg3Qm9yWHMxTzdYU2J1ME9ZT09MSURCVmx4M3Y1TFZaVmlyalBRN2hXakVDZXkyNmNGSXZweV9HeTY1Yzdhd1ZpUmFYaC1XZHc1ZG9JRWVObW1qd1RYLVE3blY4bmc?oc=5
2026-07-09,"TCS Q1FY27 results: Net profit rises 4.6% to ₹13,349 cr, revenue up 13.9% - Business Standard",Business Standard,https://news.google.com/rss/articles/CBMi2gFBVV95cUxPZUVLNjh0d1JuZUZ1UExRd1RlcmNPazF2eVBwbFBYVG04b2NHRTNpMjVNVGoyaHRlcWdPVjV0RlNsek9OR291SjY5LXJBRy0xbHVTVEJKMVdUOEFlY1U5UnE3dlhJVDkyU1kzdzlPa2xRZkpLUHQtSHZRSHpjOTQwZjY0NjBmM0taeHR4ZU9hVEFrNmppaElXa3ZXdmZpUV80TjRDVnVHRktpeDdudXJKV0dWOWFOQURiMDZ4MVg5OVA3Rmg1T2ZzVzdiUXZjVHQ2ZG9MR0RXbTYyQdIB3wFBVV95cUxOb3RVV19fUDJIWFA1a1ZXMnRRdzRYdDlmRHJZLU41SmI1anUxOWEyZllCNl96VFVnTzFWUTlweV9ZV2lHb1JxRm9DM0NhTlpIMk9tVDE4M3RSbGtIQ3NyVUZwSVdOLVI0bk1LRkMtOVg5bU5YYkphNlQzQ0xfTWxDSXB5bGd3dXdUNGs4WWl1RE11ckRsNHJCLWUwdC1lSzhLcnR1VWx3ZHlWVE1vd2hrOGlRY3VUTVZsa2pmSTA5NWNSZ0ppLWxIdUxmazdCQlZMcHh4OV9XODlrSFAySmJz?oc=5
2026-07-07,"TCS Q1 preview, dividend: Revenue seen flat, wage hikes to weigh on margins - Business Standard",Business Standard,https://news.google.com/rss/articles/CBMigAJBVV95cUxOTERQSmt2NFhzSG9MV1Z4NmxXcjBMbDZzWnkxX1V4aFkzTmJ2MDJldFg3NGVSYUdGdFl1NGNWSHJvbFhVaTEtZS00a0ZTSWdoQTRmODdUZmR2SXVuNURraFdQazJhUWcxSjQzTk54TExBaml6eDZJOF9SM3gxc3IxTGFSalpSc05kdTRlVDQ3NzhXNkJBdDZ0Rk1sbEZ6V1F0SDFiSm9EWmw5MHJXOXB4ZTktNmxSSDFoMC1kZENBdFZjVkpOOGI4TkNmbmtwTktWclhhOFRjTlZKb3hFR0EwMV9xSWRObExxNXktWDBrMHhRd1htUXM3WlRTanZZVnVz0gGGAkFVX3lxTFBpNlF2bEhJMlhGMHhiMWZ0MUM1RmcxNkhpZ3RyYVR1amNjdXNKYUk4X0VJb2F0TVRMendCZlNiZmhpMjBXMmxlTkNycGRsNjg1RmhKMGpMVFg1M0JxX0pOcVJibHBYQlpjeU5DcHdVOEx5a191eVpzWDhDM05ZUHVxNF83dzI1QVNJbm5JeWcwemJMNlVYM05RVUNZQ0V6WnU5c3QwNlFCUkVjaFg1X1MzZWk4OUQyVy1kb1ZQZll6U09LZEZJWVFqd3kxSkNzaGdpWHdJVTZIU3JaYkk1YjhOTHF5bi1PZFJvN0ZURV8wZnFKWlBLMXBocTFEZFI5YXg0S0F0U3c?oc=5
2026-08-12,Tata Stocks Fall as Chandrasekaran Opts Out of Reappointment - HDFC Sky,HDFC Sky,https://news.google.com/rss/articles/CBMie0FVX3lxTFA0WUlEY2pyYzV4U2VPS3dSZEZhc1JoZWwyNUNtd3FpbHQ2THhxWlF5Q2VSUW95Tm53ZmxYYUQzeEh1WUFwV2M1QlNqZmxwc1hOZ3pIWVdvb1VOZ25MdkxRLXV0YnpLZFlrUEZ5UmtxOV9vdDQ1eHlITldxbw?oc=5
2026-06-08,TCS wins multi-year IT modernisation deal from Canada Life in Europe - ET Enterprise AI,ET Enterprise AI,https://news.google.com/rss/articles/CBMi3gFBVV95cUxNLUo1dmdaT0tHWkVzSDdoQVhFWHJnbnlDbmZiNC1wN0xvaURqbEZHRGRmQlhMSzRRTDBZTWJvUEE5NjRLdHJyWlM4UVM4Q1R6T3Z6UWRhRGNfZEcyb01vNENndEJsUTFRQnJFQXZ0TDNvN2JBakVYQVRkSEVuWDFFVUdSUm5BVWIyUUpZX1JPeHpmRDJ1WWliQlNBU1Vjam5pNEpFQy13Y2M4N0FiVXFOdXVvRkNEVEhjbzZBYjRoQktJV0liT0NncVI3X2VBWXNJc1V6TE9BUHJXNEsxUHfSAeMBQVVfeXFMUDZid1U5cXpDeUtpbDZSaEhrOXBUemp6eU9XSVFUZFdxMG5GTjZYVEhOZHNMUzM3YzdHSDczZWFiWXoxM1BoSzlEd19xbU9aaGFQYnMxNHR0NVNiX0xLWWZTeFlNVUx0N2w5WjU2VnA2SFhUNDYzRnRHQVFpc0ZqN3hvakw3Y2IybHdlamdMSWRHc1F1MFJfMGFpUkF3bE9OdzlWV2x4eFBMQl93b1dxSUp0d3NfcVE5azRucWItSXhVOWE4ZnFQeVFETlU0cUtrNjZvX3pKbWFWRFprTWxFTm1SMUU?oc=5
2026-07-20,TCS named India's most valuable IT Services brand; 7 out of 10 Indians use technology built by TCS every day - marketscreener.com,marketscreener.com,https://news.google.com/rss/articles/CBMi5wFBVV95cUxObWxuYXRfaHE0ZTZSaFU1SlBycmpacVUtaFR1RmpoOGdoZEFFOTlaUWlMclpqRkRJcERTODlFSVZpMTZ2LWJ2SFBWZEUwRkpRSXZKM2MwXzFncTc3TkdFV2dGSXpUTDRXR1RsQldrbWhjOGFyR0IyenZvb01jcHlneE1RNmU1ZllJMlAwY3otZkZZcE5ZajNsN1RNLWhadnVrT2JYV3RuNVo5SmpuWVo5UWlfYnBlSjBpLXptQlR5eU9pTksyMFZNQ0dXejRlbzY2VHU0VTlhQkN3YzhpcGJyUlo2RTNqVkk?oc=5
2026-07-10,Why TCS employee addition just hit 4-year high amid AI job loss fears - The Economic Times,The Economic Times,https://news.google.com/rss/articles/CBMi2wFBVV95cUxQTzhodUlxbTZ2dHRYZ3VhaW1nSUNka2VubzZzcWlJQXZkRGZGRWI5T2VzcU5TazYxcUV4dUs1aDdlRGlGZjZUSHZPX3QzNkpMZlFVejNHUDF3YTQtT2Qtd3hEUW5Qb1o3T0dvOU5VQjBqYjNXOEtOeUlhVlBONThhWEVYUmhGSG1VUzRlZDB3VENCeWRwM0NtM2NzMUV5Q0ttWEh3MFhGa0J0anlhT3ByT295aEVvT1NkT2dtMmJodWNKTkdjRm1GazJEakpxUWNqM3lVVDB2dkJkYm_SAeABQVVfeXFMUDZZRXVXc3RIZWJZM0pzQlpHWDI3WDRRTUVOQWFrZllqY2tqVlJHSjlmcDAyWGdiZTlFSDc4Q0VpSHVYdXNqVEtESkxtcVZKVjR0dHFDU3oteW1YNXkwc1RsUlpVeUhSOThpQmhYX09iMTN2YkNLQTZDWUZUU2lHTDRTeDlLdzlYZEszT2E2enVwd2ZEMnR1NV9fYWN1RkQxa1NHUXhRajBNcDJCcG1JVUhFUWxBVHl2VlBBd1pTMzZYNXZSZm1lUkh1bm9zZXBBMTNmWUhOdjNwZl9TenFtVTg?oc=5
